DISTRICT_FAVRE,CITY_FAVRE,DISTRICT_ID_DFIH,CITY_ID_DFIH,,,,,,,CITY_ID_DFIH
Ain,Ambérieu,36,592,,,,,,Ambérieu_36,592
Ain,Ambérieu-en-Bugey,36,592,,,,,,Ambérieu-en-Bugey_36,592
Ain,Ambérieux-en-Dombes,36,591,,,,,,Ambérieux-en-Dombes_36,591
Ain,Artemare,36,41396,,,,,,Artemare_36,41396
Ain,Bagé-le-Chàtel,36,2355,,,,,,Bagé-le-Chàtel_36,2355
Ain,Bagé-le-Châtel,36,2355,,,,,,Bagé-le-Châtel_36,2355
Ain,Bellegarde,36,24459,,,,,,Bellegarde_36,24459
Ain,Belley,36,3569,,,,,,Belley_36,3569
Ain,Bourg,36,5260,,,,,,Bourg_36,5260
Ain,Chalmont,36,7678,,,,,,Chalmont_36,7678
Ain,Chalamont,36,7678,,,,,,Chalamont_36,7678
Ain,Champagne,36,7860,,,,,,Champagne_36,7860
Ain,Chatillon-s.-Chalaronne,36,8831,,,,,,Chatillon-s.-Chalaronne_36,8831
Ain,Châtillon-s.-Chalaronne,36,8831,,,,,,Châtillon-s.-Chalaronne_36,8831
Ain,Coligny,36,9855,,,,,,Coligny_36,9855
Ain,Colligny,36,9855,,,,,,Colligny_36,9855
Ain,Culoz,36,11340,,,,,,Culoz_36,11340
Ain,Divonne-les-Bains,36,11885,,,,,,Divonne-les-Bains_36,11885
Ain,Dorian,36,12094,,,,,,Dorian_36,12094
Ain,Dortan,36,12094,,,,,,Dortan_36,12094
Ain,Fernex,36,13700,,,,,,Fernex_36,13700
Ain,Ferney,36,13700,,,,,,Ferney_36,13700
Ain,Gex,36,15436,,,,,,Gex_36,15436
Ain,Hauteville,36,16800,,,,,,Hauteville_36,16800
Ain,Jujurieux,36,18002,,,,,,Jujurieux_36,18002
Ain,La Chése,36,23772,,,,,,La Chése_36,23772
Ain,Lagnieu,36,18327,,,,,,Lagnieu_36,18327
Ain,Lhuis,36,17380,,,,,,Lhuis_36,17380
Ain,Marboz,36,20990,,,,,,Marboz_36,20990
Ain,Maximieux,36,22389,,,,,,Maximieux_36,22389
Ain,Meximieux,36,22389,,,,,,Meximieux_36,22389
Ain,Mézériat,36,22426,,,,,,Mézériat_36,22426
Ain,Miribel,36,22605,,,,,,Miribel_36,22605
Ain,Montluel,36,23650,,,,,,Montluel_36,23650
Ain,Montmerle,36,23680,,,,,,Montmerle_36,23680
Ain,Montmerlè,36,23680,,,,,,Montmerlè_36,23680
Ain,Montrevel,36,23831,,,,,,Montrevel_36,23831
Ain,Nantua,36,24583,,,,,,Nantua_36,24583
Ain,Oyonnax,36,25988,,,,,,Oyonnax_36,25988
Ain,Pont d'Ain,36,27517,,,,,,Pont d'Ain_36,27517
Ain,Pont-d'Ain,36,27517,,,,,,Pont-d'Ain_36,27517
Ain,Pont-de-Vaux,36,27537,,,,,,Pont-de-Vaux_36,27537
Ain,Pont-de-Veyle,36,27538,,,,,,Pont-de-Veyle_36,27538
Ain,Sathonay,36,35434,,,,,,Sathonay_36,35434
Ain,Seyssel,36,36279,,,,,,Seyssel_36,36279
Ain,St-Didier-s.-Charlonne,36,31201,,,,,,St-Didier-s.-Charlonne_36,31201
Ain,St-Didier-s.-Chalaronne,36,31201,,,,,,St-Didier-s.-Chalaronne_36,31201
Ain,St-Etienne-s.-Chalaronne,36,31647,,,,,,St-Etienne-s.-Chalaronne_36,31647
Ain,St-Étienne-s.-Charlonne,36,31647,,,,,,St-Étienne-s.-Charlonne_36,31647
Ain,St-étienne-s.-Chalaronne,36,31647,,,,,,St-étienne-s.-Chalaronne_36,31647
Ain,St-Germain-de-Joux,36,32052,,,,,,St-Germain-de-Joux_36,32052
Ain,St-Rambert-en-Bagey,36,34383,,,,,,St-Rambert-en-Bagey_36,34383
Ain,St-Rambert,36,34383,,,,,,St-Rambert_36,34383
Ain,St-Rambert-en-Bugey,36,34383,,,,,,St-Rambert-en-Bugey_36,34383
Ain,Tenay,36,37210,,,,,,Tenay_36,37210
Ain,Thoiry,36,37503,,,,,,Thoiry_36,37503
Ain,Thoissey,36,37504,,,,,,Thoissey_36,37504
Ain,Trévoux,36,38196,,,,,,Trévoux_36,38196
Ain,Trèvoux,36,38196,,,,,,Trèvoux_36,38196
Ain,Villars,36,40059,,,,,,Villars_36,40059
Ain,Vonnas,36,41007,,,,,,Vonnas_36,41007
Aisne,Anizy-le-Château,20,878,,,,,,Anizy-le-Château_20,878
Aisne,Aubeton,20,1618,,,,,,Aubeton_20,1618
Aisne,Aubenton,20,1618,,,,,,Aubenton_20,1618
Aisne,Beaurevoir,20,3313,,,,,,Beaurevoir_20,3313
Aisne,Beaurieux,20,3315,,,,,,Beaurieux_20,3315
Aisne,Blerancourt,20,4504,,,,,,Blerancourt_20,4504
Aisne,Blérancourt,20,4504,,,,,,Blérancourt_20,4504
Aisne,Bohain,20,4603,,,,,,Bohain_20,4603
Aisne,Braine,20,5565,,,,,,Braine_20,5565
Aisne,Brunehamel,20,6149,,,,,,Brunehamel_20,6149
Aisne,Buironfosse,20,6244,,,,,,Buironfosse_20,6244
Aisne,Charly,20,8448,,,,,,Charly_20,8448
Aisne,Château-Thiesy,20,8715,,,,,,Château-Thiesy_20,8715
Aisne,Château-Thierry,20,8715,,,,,,Château-Thierry_20,8715
Aisne,Chäteau-Thierry,20,8715,,,,,,Chäteau-Thierry_20,8715
Aisne,Chauny,20,8939,,,,,,Chauny_20,8939
Aisne,Condé-en-Brie,20,10095,,,,,,Condé-en-Brie_20,10095
Aisne,Coucy-le-Château,20,10473,,,,,,Coucy-le-Château_20,10473
Aisne,Crécy-sur-Serre,20,10975,,,,,,Crécy-sur-Serre_20,10975
Aisne,Etréaupont,20,13264,,,,,,Etréaupont_20,13264
Aisne,Etreux,20,13286,,,,,,Etreux_20,13286
Aisne,étreux,20,13286,,,,,,étreux_20,13286
Aisne,Fère-en-Tardenois,20,13692,,,,,,Fère-en-Tardenois_20,13692
Aisne,Fére-en-Tardenois ,20,13692,,,,,,Fére-en-Tardenois _20,13692
Aisne,Flavy-le-Martel,20,13966,,,,,,Flavy-le-Martel_20,13966
Aisne,Fresnoy-le-Grand,20,14772,,,,,,Fresnoy-le-Grand_20,14772
Aisne,Guignicourt,20,16413,,,,,,Guignicourt_20,16413
Aisne,Guise,20,16471,,,,,,Guise_20,16471
Aisne,Hirson,20,17167,,,,,,Hirson_20,17167
Aisne,La Capelle,20,8163,,,,,,La Capelle_20,8163
Aisne,Le Chatelet,20,7191,,,,,,Le Chatelet_20,7191
Aisne,La Catelet ,20,7191,,,,,,La Catelet _20,7191
Aisne,La Fère,20,13692,,,,,,La Fère_20,13692
Aisne,La Fère,20,13689,,,,,,La Fère_20,13689
Aisne,La Ferté-Milon,20,13771,,,,,,La Ferté-Milon_20,13771
Aisne,La Nouvion,20,25279,,,,,,La Nouvion_20,25279
Aisne,Laon,20,18722,,,,,,Laon_20,18722
Aisne,Le Catelet,20,7191,,,,,,Le Catelet_20,7191
Aisne,Le Nouvion,20,25279,,,,,,Le Nouvion_20,25279
Aisne,Lhuis,20,17429,,,,,,Lhuis_20,17429
Aisne,Liesse,20,19490,,,,,,Liesse_20,19490
Aisne,N.-D.-de-Liesse,20,19490,,,,,,N.-D.-de-Liesse_20,19490
Aisne,N-D-.-de-Liesse,20,19490,,,,,,N-D-.-de-Liesse_20,19490
Aisne,Liesse-Notre-Dame,20,19490,,,,,,Liesse-Notre-Dame_20,19490
Aisne,Marle,20,21248,,,,,,Marle_20,21248
Aisne,Marle ,20,21248,,,,,,Marle _20,21248
Aisne,Marly-Gomont,20,21263,,,,,,Marly-Gomont_20,21263
Aisne,Mennevret,20,21997,,,,,,Mennevret_20,21997
Aisne,Montcornet,20,22869,,,,,,Montcornet_20,22869
Aisne,Neully-st-Front,20,24795,,,,,,Neully-st-Front_20,24795
Aisne,Neuilly-St-Front,20,24795,,,,,,Neuilly-St-Front_20,24795
Aisne,Origny-en-Thiérache,20,25716,,,,,,Origny-en-Thiérache_20,25716
Aisne,Origny-Ste-Benoit,20,25270,,,,,,Origny-Ste-Benoit_20,25270
Aisne,Origny-Ste-Benoite,20,25270,,,,,,Origny-Ste-Benoite_20,25270
Aisne,Origny-ste-Benoîte,20,25270,,,,,,Origny-ste-Benoîte_20,25270
Aisne,Origny-ste-Benoïte,20,25270,,,,,,Origny-ste-Benoïte_20,25270
Aisne,Oulchy,20,29973,,,,,,Oulchy_20,29973
Aisne,Plomion,20,27179,,,,,,Plomion_20,27179
Aisne,Ribemont,20,29081,,,,,,Ribemont_20,29081
Aisne,Rozoy-sur-Terre,20,29978,,,,,,Rozoy-sur-Terre_20,29978
Aisne,Rozoy-sur-Serre,20,29978,,,,,,Rozoy-sur-Serre_20,29978
Aisne,Sains-Richaumont,20,30212,,,,,,Sains-Richaumont_20,30212
Aisne,St-Erme,20,31578,,,,,,St-Erme_20,31578
Aisne,St-Erme-Gare,20,31578,,,,,,St-Erme-Gare_20,31578
Aisne,Saint-Gobain,20,32196,,,,,,Saint-Gobain_20,32196
Aisne,Saint-Quentin,20,34360,,,,,,Saint-Quentin_20,34360
Aisne,Signy-le-Petit,20,36322,,,,,,Signy-le-Petit_20,36322
Aisne,Sissonne,20,36405,,,,,,Sissonne_20,36405
Aisne,Soissons,20,36448,,,,,,Soissons_20,36448
Aisne,Tergner,20,37227,,,,,,Tergner_20,37227
Aisne,Tergnier,20,37227,,,,,,Tergnier_20,37227
Aisne,Vailly-sur-Aisne,20,38574,,,,,,Vailly-sur-Aisne_20,38574
Aisne,Vervins,20,39620,,,,,,Vervins_20,39620
Aisne,Vic-sur-Aisne,20,39766,,,,,,Vic-sur-Aisne_20,39766
Aisne,Viels-Maisons,20,39832,,,,,,Viels-Maisons_20,39832
Aisne,Villesr-Cotterets,20,40462,,,,,,Villesr-Cotterets_20,40462
Aisne,Villers-Cotterets,20,40462,,,,,,Villers-Cotterets_20,40462
Aisne,Wassigny,20,41211,,,,,,Wassigny_20,41211
Allier,Ainay-le-Château,55,276,,,,,,Ainay-le-Château_55,276
Allier,Bellenave,55,3536,,,,,,Bellenave_55,3536
Allier,Dezenet,55,4147,,,,,,Dezenet_55,4147
Allier,Bézenet,55,4147,,,,,,Bézenet_55,4147
Allier,Bourbon-l'Archam.,55,5222,,,,,,Bourbon-l'Archam._55,5222
Allier,Bourbon-l'Archam,55,5222,,,,,,Bourbon-l'Archam_55,5222
Allier,Bourbon-l'Archan,55,5222,,,,,,Bourbon-l'Archan_55,5222
Allier,Bourbon-l'Archambault,55,5222,,,,,,Bourbon-l'Archambault_55,5222
Allier,Brout-Vernet,55,6086,,,,,,Brout-Vernet_55,6086
Allier,Buxieres-les-Mines,55,6378,,,,,,Buxieres-les-Mines_55,6378
Allier,Buxières-les-Mines,55,6378,,,,,,Buxières-les-Mines_55,6378
Allier,Cérilly,55,7490,,,,,,Cérilly_55,7490
Allier,Chantelle,55,8090,,,,,,Chantelle_55,8090
Allier,Commentry,55,10024,,,,,,Commentry_55,10024
Allier,Cosne,55,10417,,,,,,Cosne_55,10417
Allier,Cosne-sur-l'Oiel,55,10417,,,,,,Cosne-sur-l'Oiel_55,10417
Allier,Cosne-sur-l'Œil,55,10417,,,,,,Cosne-sur-l'Œil_55,10417
Allier,Cusset,55,11413,,,,,,Cusset_55,11413
Allier,Dompierre-s.-Besbre,55,12011,,,,,,Dompierre-s.-Besbre_55,12011
Allier,Doyet,55,12187,,,,,,Doyet_55,12187
Allier,Ebreuil,55,12362,,,,,,Ebreuil_55,12362
Allier,Gannat,55,15030,,,,,,Gannat_55,15030
Allier,Huriel,55,17414,,,,,,Huriel_55,17414
Allier,Jaligny,55,17721,,,,,,Jaligny_55,17721
Allier,La Palisse,55,26082,,,,,,La Palisse_55,26082
Allier,Le Donjon,55,12054,,,,,,Le Donjon_55,12054
Allier,Le Montet,55,23330,,,,,,Le Montet_55,23330
Allier,Le Veudre,55,39659,,,,,,Le Veudre_55,39659
Allier,Le Veurdre,55,39659,,,,,,Le Veurdre_55,39659
Allier,Lurey-Lévy,55,20374,,,,,,Lurey-Lévy_55,20374
Allier,Lurcy-Lévy,55,20374,,,,,,Lurcy-Lévy_55,20374
Allier,Montet-aux-Moines,55,23330,,,,,,Montet-aux-Moines_55,23330
Allier,Le Montet,55,23330,,,,,,Le Montet_55,23330
Allier,Marcillat,55,21059,,,,,,Marcillat_55,21059
Allier,Mayet-de-Montagne,55,21724,,,,,,Mayet-de-Montagne_55,21724
Allier,Montluçon,55,23649,,,,,,Montluçon_55,23649
Allier,Monmarault,55,23661,,,,,,Monmarault_55,23661
Allier,Montmarault,55,23661,,,,,,Montmarault_55,23661
Allier,Moulins,55,24214,,,,,,Moulins_55,24214
Allier,Néris-les-Bains,55,24690,,,,,,Néris-les-Bains_55,24690
Allier,Saint-Germain-des-Fossés,55,32030,,,,,,Saint-Germain-des-Fossés_55,32030
Allier,St-Pourçain-s.-Sioule,55,34274,,,,,,St-Pourçain-s.-Sioule_55,34274
Allier,Saint-Yorre,55,35031,,,,,,Saint-Yorre_55,35031
Allier,Souvigny,55,36777,,,,,,Souvigny_55,36777
Allier,St-Gérand-le-Puy,55,31990,,,,,,St-Gérand-le-Puy_55,31990
Allier,St-Germain-des-Fossés,55,32030,,,,,,St-Germain-des-Fossés_55,32030
Allier,Treignat,55,38075,,,,,,Treignat_55,38075
Allier,Tronget,55,38316,,,,,,Tronget_55,38316
Allier,Vallon,55,38752,,,,,,Vallon_55,38752
Allier,Vichy-les-Bains,55,39750,,,,,,Vichy-les-Bains_55,39750
Allier,Varennes-sur-Allier,55,38890,,,,,,Varennes-sur-Allier_55,38890
Allier,Villefrance,55,40205,,,,,,Villefrance_55,40205
Allier,Villefranche,55,40205,,,,,,Villefranche_55,40205
Alpes (Basses-),Barcelonette,106,2645,,,,,,Barcelonette_106,2645
Alpes (Basses-),Barcelonnette,106,2645,,,,,,Barcelonnette_106,2645
Alpes (Basses-),Castellane,106,7090,,,,,,Castellane_106,7090
Alpes (Basses-),Digne,106,11835,,,,,,Digne_106,11835
Alpes (Basses-),Entrevaux,106,12675,,,,,,Entrevaux_106,12675
Alpes (Basses-),Forcalquier,106,14341,,,,,,Forcalquier_106,14341
Alpes (Basses-),La Motte-du-Caire,106,24119,,,,,,La Motte-du-Caire_106,24119
Alpes (Basses-),Les Mées,106,21821,,,,,,Les Mées_106,21821
Alpes (Basses-),Manosque,106,20929,,,,,,Manosque_106,20929
Alpes (Basses-),Oraison,106,25644,,,,,,Oraison_106,25644
Alpes (Basses-),Riez,106,29151,,,,,,Riez_106,29151
Alpes (Basses-),Seyne,106,36274,,,,,,Seyne_106,36274
Alpes (Basses-),Sisteron,106,36408,,,,,,Sisteron_106,36408
Alpes (Basses-),Valensole,106,38660,,,,,,Valensole_106,38660
Alpes (Hautes-),Briançon,58,5879,,,,,,Briançon_58,5879
Alpes (Hautes-),Embrun,58,12595,,,,,,Embrun_58,12595
Alpes (Hautes-),Gap,58,15035,,,,,,Gap_58,15035
Alpes (Hautes-),Guillestre,58,16432,,,,,,Guillestre_58,16432
Alpes (Hautes-),Laragne,58,18739,,,,,,Laragne_58,18739
Alpes (Hautes-),L'Argentière,58,1197,,,,,,L'Argentière_58,1197
Alpes (Hautes-),Saint-Bonnet,58,30747,,,,,,Saint-Bonnet_58,30747
Alpes (Hautes-),Saint-Firmin,58,31766,,,,,,Saint-Firmin_58,31766
Alpes (Hautes-),Serres,58,36163,,,,,,Serres_58,36163
Alpes (Hautes-),Veynes,58,39671,,,,,,Veynes_58,39671
Alpes Basses,Barcelonnette,106,2645,,,,,,Barcelonnette_106,2645
Alpes Basses,Castellane,106,7090,,,,,,Castellane_106,7090
Alpes Basses,Digne,106,11835,,,,,,Digne_106,11835
Alpes Basses,Entrevaux,106,12675,,,,,,Entrevaux_106,12675
Alpes Basses,Forcalquier,106,14341,,,,,,Forcalquier_106,14341
Alpes Basses,La Motte-du-Caire,106,24119,,,,,,La Motte-du-Caire_106,24119
Alpes Basses,Manosque,106,20929,,,,,,Manosque_106,20929
Alpes Basses,Oraison,106,25644,,,,,,Oraison_106,25644
Alpes Basses,Riez,106,29151,,,,,,Riez_106,29151
Alpes Basses,Seyne,106,36274,,,,,,Seyne_106,36274
Alpes Basses,Sisteron,106,36408,,,,,,Sisteron_106,36408
Alpes Hautes,Briançon,58,5879,,,,,,Briançon_58,5879
Alpes Hautes,Embrun,58,12595,,,,,,Embrun_58,12595
Alpes Hautes,Gap,58,15035,,,,,,Gap_58,15035
Alpes Hautes,Guillestre,58,16432,,,,,,Guillestre_58,16432
Alpes Hautes,Laragne,58,18739,,,,,,Laragne_58,18739
Alpes Hautes,L'Argentière,58,1197,,,,,,L'Argentière_58,1197
Alpes Hautes,Saint-Bonnet,58,30747,,,,,,Saint-Bonnet_58,30747
Alpes Hautes,Serres,58,36163,,,,,,Serres_58,36163
Alpes Hautes,Veynes,58,39671,,,,,,Veynes_58,39671
Alpes-Basses,Barcelonnette,106,2645,,,,,,Barcelonnette_106,2645
Alpes-Basses,Castellane,106,7090,,,,,,Castellane_106,7090
Alpes-Basses,Digne,106,11835,,,,,,Digne_106,11835
Alpes-Basses,Entrevaux,106,12675,,,,,,Entrevaux_106,12675
Alpes-Basses,Forcalquier,106,14341,,,,,,Forcalquier_106,14341
Alpes-Basses,La Motte-du-Caire,106,24119,,,,,,La Motte-du-Caire_106,24119
Alpes-Basses,Manosque,106,20929,,,,,,Manosque_106,20929
Alpes-Basses,Oraison,106,25644,,,,,,Oraison_106,25644
Alpes-Basses,Riez,106,29151,,,,,,Riez_106,29151
Alpes-Basses,Seyne,106,36274,,,,,,Seyne_106,36274
Alpes-Basses,Sisteron,106,36408,,,,,,Sisteron_106,36408
Alpes-Basses,Valensole,106,38660,,,,,,Valensole_106,38660
Alpes-Hautes,Briançon,58,5879,,,,,,Briançon_58,5879
Alpes-Hautes,Embrun,58,12595,,,,,,Embrun_58,12595
Alpes-Hautes,Embrun.,58,12595,,,,,,Embrun._58,12595
Alpes-Hautes,Gap,58,15035,,,,,,Gap_58,15035
Alpes-Hautes,Guillestre,58,16432,,,,,,Guillestre_58,16432
Alpes-Hautes,Laragne,58,18739,,,,,,Laragne_58,18739
Alpes-Hautes,L'Argentière,58,1197,,,,,,L'Argentière_58,1197
Alpes-Hautes,Saint-Bonnet,58,30747,,,,,,Saint-Bonnet_58,30747
Alpes-Hautes,Serres,58,36163,,,,,,Serres_58,36163
Alpes-Hautes,Veynes,58,39671,,,,,,Veynes_58,39671
Alpes-Maritimes,Antibes,104,951,,,,,,Antibes_104,951
Alpes-Maritimes,Beaulieu,104,3197,,,,,,Beaulieu_104,3197
Alpes-Maritimes,Beausoleil,104,3319,,,,,,Beausoleil_104,3319
Alpes-Maritimes,Breil,104,5687,,,,,,Breil_104,5687
Alpes-Maritimes,Cabbé-Roquebrune,104,29422,,,,,,Cabbé-Roquebrune_104,29422
Alpes-Maritimes,Cagnes,104,6536,,,,,,Cagnes_104,6536
Alpes-Maritimes,Cannes,104,6806,,,,,,Cannes_104,6806
Alpes-Maritimes,Cap-d'Ail,104,6849,,,,,,Cap-d'Ail_104,6849
Alpes-Maritimes,Fontan,104,14230,,,,,,Fontan_104,14230
Alpes-Maritimes,Grasse,104,16069,,,,,,Grasse_104,16069
Alpes-Maritimes,La Turbie,104,38375,,,,,,La Turbie_104,38375
Alpes-Maritimes,Lantosque,104,18707,,,,,,Lantosque_104,18707
Alpes-Maritimes,Menton,104,22015,,,,,,Menton_104,22015
Alpes-Maritimes,Nice,104,24984,,,,,,Nice_104,24984
Alpes-Maritimes,Puget-Théniers,104,28254,,,,,,Puget-Théniers_104,28254
Alpes-Maritimes,Roquebillière,104,29308,,,,,,Roquebillière_104,29308
Alpes-Maritimes,Roquebrune,104,29422,,,,,,Roquebrune_104,29422
Alpes-Maritimes,Saint-Jean-Cap-Ferrat,104,32434,,,,,,Saint-Jean-Cap-Ferrat_104,32434
Alpes-Maritimes,Saint-Laurent-du Var,104,32881,,,,,,Saint-Laurent-du Var_104,32881
Alpes-Maritimes,Saint-Laurent-du-Var,104,32881,,,,,,Saint-Laurent-du-Var_104,32881
Alpes-Maritimes,Saint-Martin-Vésubie,104,33452,,,,,,Saint-Martin-Vésubie_104,33452
Alpes-Maritimes,Sospel,104,36614,,,,,,Sospel_104,36614
Alpes-Maritimes,St-Martin-Vésubie,104,33452,,,,,,St-Martin-Vésubie_104,33452
Alpes-Maritimes,Golfe-Juan,104,38705,,,,,,Golfe-Juan_104,38705
Alpes-Maritimes,Vallauris,104,38705,,,,,,Vallauris_104,38705
Alpes-Maritimes,Vallanris,104,38705,,,,,,Vallanris_104,38705
Alpes-Maritimes,Vense,104,39250,,,,,,Vense_104,39250
Alpes-Maritimes,Vence,104,39250,,,,,,Vence_104,39250
Alpes-Maritimes,Villefranche-s.-Mer,104,40201,,,,,,Villefranche-s.-Mer_104,40201
Alpes-Maritimes,Villefranche-sur-Mer,104,40201,,,,,,Villefranche-sur-Mer_104,40201
Alpes-Maritimes,Tourrettes-sur-Loup,104,37904,,,,,,Tourrettes-sur-Loup_104,37904
Alpes-Maritimes,Tourettes-sur-Loup,104,37904,,,,,,Tourettes-sur-Loup_104,37904
Ardèche,Annonay,62,913,,,,,,Annonay_62,913
Ardèche,Aubenas,62,1614,,,,,,Aubenas_62,1614
Ardèche,Bourg-St-Andéol,62,5319,,,,,,Bourg-St-Andéol_62,5319
Ardèche,Bourg-St-Andèol,62,5319,,,,,,Bourg-St-Andèol_62,5319
Ardèche,Dunières,62,12296,,,,,,Dunières_62,12296
Ardèche,Joyeuse,62,17966,,,,,,Joyeuse_62,17966
Ardèche,La Voulte,62,41049,,,,,,La Voulte_62,41049
Ardèche,La Voulte-s.-Rhône,62,41049,,,,,,La Voulte-s.-Rhône_62,41049
Ardèche,Lablachère,62,4381,,,,,,Lablachère_62,4381
Ardèche,Lamastre,62,18432,,,,,,Lamastre_62,18432
Ardèche,Largentière,62,1198,,,,,,Largentière_62,1198
Ardèche,Laurac,62,18914,,,,,,Laurac_62,18914
Ardèche,Lavoulte,62,41049,,,,,,Lavoulte_62,41049
Ardèche,Le Cheylard,62,7637,,,,,,Le Cheylard_62,7637
Ardèche,Le Pouzin,62,27836,,,,,,Le Pouzin_62,27836
Ardèche,Le Teil,62,37177,,,,,,Le Teil_62,37177
Ardèche,Les Ollières,62,25548,,,,,,Les Ollières_62,25548
Ardèche,Les Vans,62,38842,,,,,,Les Vans_62,38842
Ardèche,Mézilhac,62,22091,,,,,,Mézilhac_62,22091
Ardèche,Privas,62,28087,,,,,,Privas_62,28087
Ardèche,Ruoms,62,30060,,,,,,Ruoms_62,30060
Ardèche,Satileau,62,35432,,,,,,Satileau_62,35432
Ardèche,Sattilieu,62,35432,,,,,,Sattilieu_62,35432
Ardèche,Satilleu,62,35432,,,,,,Satilleu_62,35432
Ardèche,Saint-Agréve,62,30246,,,,,,Saint-Agréve_62,30246
Ardèche,Saint-Agrève,62,30246,,,,,,Saint-Agrève_62,30246
Ardèche,Saint-André-de-Cruzières,62,30396,,,,,,Saint-André-de-Cruzières_62,30396
Ardèche,Saint-Félicien,62,31724,,,,,,Saint-Félicien_62,31724
Ardèche,Saint-Fortunat,62,31793,,,,,,Saint-Fortunat_62,31793
Ardèche,Saint-Marcel-d'Ardèche,62,33142,,,,,,Saint-Marcel-d'Ardèche_62,33142
Ardèche,Saint-Peray,62,34039,,,,,,Saint-Peray_62,34039
Ardèche,Serrières,62,36176,,,,,,Serrières_62,36176
Ardèche,St-André-de-Cruzières,62,30396,,,,,,St-André-de-Cruzières_62,30396
Ardèche,Ste-Eulalie,62,31356,,,,,,Ste-Eulalie_62,31356
Ardèche,St-Laurent-du-Pape,62,32877,,,,,,St-Laurent-du-Pape_62,32877
Ardèche,St-Martin-de-Valamas,62,33393,,,,,,St-Martin-de-Valamas_62,33393
Ardèche,St-Paul-le-Jeune,62,34016,,,,,,St-Paul-le-Jeune_62,34016
Ardèche,St-Pierreville,62,34243,,,,,,St-Pierreville_62,34243
Ardèche,Saint-Sauveur-de-Montaigut,62,34585,,,,,,Saint-Sauveur-de-Montaigut_62,34585
Ardèche,St-Sauveur-de-Montagut,62,34585,,,,,,St-Sauveur-de-Montagut_62,34585
Ardèche,Tournon,62,37891,,,,,,Tournon_62,37891
Ardèche,Vallon,62,38754,,,,,,Vallon_62,38754
Ardèche,Vals-les-Bains,62,38784,,,,,,Vals-les-Bains_62,38784
Ardèche,Vernoux,62,39519,,,,,,Vernoux_62,39519
Ardèche,Villeneuve-de-Berg,62,40341,,,,,,Villeneuve-de-Berg_62,40341
Ardèche,Viviers,62,40923,,,,,,Viviers_62,40923
Ardennes,Autrecourt-et-Pourron,74,2016,,,,,,Autrecourt-et-Pourron_74,2016
Ardennes,Autrecourt,74,2016,,,,,,Autrecourt_74,2016
Ardennes,Antrecourt,74,2016,,,,,,Antrecourt_74,2016
Ardennes,Asfeld,74,1481,,,,,,Asfeld_74,1481
Ardennes,Attigny,74,1590,,,,,,Attigny_74,1590
Ardennes,Aubigny-les-Pothées,74,1665,,,,,,Aubigny-les-Pothées_74,1665
Ardennes,Beaumont-en-Argonne,74,3250,,,,,,Beaumont-en-Argonne_74,3250
Ardennes,Bogny,74,4601,,,,,,Bogny_74,4601
Ardennes,Bruaux,74,5629,,,,,,Bruaux_74,5629
Ardennes,Braux,74,5629,,,,,,Braux_74,5629
Ardennes,Brieulles-sur-Bar,74,5924,,,,,,Brieulles-sur-Bar_74,5924
Ardennes,Buzaney,74,6452,,,,,,Buzaney_74,6452
Ardennes,Buzancy,74,6452,,,,,,Buzancy_74,6452
Ardennes,Carignan,74,6939,,,,,,Carignan_74,6939
Ardennes,Charleville,74,8443,,,,,,Charleville_74,8443
Ardennes,Château-Porcien,74,8701,,,,,,Château-Porcien_74,8701
Ardennes,Chaumont-Porcien,74,8920,,,,,,Chaumont-Porcien_74,8920
Ardennes,Chémery,74,9101,,,,,,Chémery_74,9101
Ardennes,Chesne,74,9135,,,,,,Chesne_74,9135
Ardennes,Chesnois-Auboncourt,74,9169,,,,,,Chesnois-Auboncourt_74,9169
Ardennes,Cheveuges,74,9272,,,,,,Cheveuges_74,9272
Ardennes,Deville,74,11775,,,,,,Deville_74,11775
Ardennes,Donchery,74,12041,,,,,,Donchery_74,12041
Ardennes,Douzy,74,12184,,,,,,Douzy_74,12184
Ardennes,Fleville,74,14033,,,,,,Fleville_74,14033
Ardennes,Flize,74,14053,,,,,,Flize_74,14053
Ardennes,Fuay,74,14933,,,,,,Fuay_74,14933
Ardennes,Fumay,74,14933,,,,,,Fumay_74,14933
Ardennes,Gespuant,74,15414,,,,,,Gespuant_74,15414
Ardennes,Gespunsart,74,15414,,,,,,Gespunsart_74,15414
Ardennes,Givel,74,15577,,,,,,Givel_74,15577
Ardennes,Givet,74,15577,,,,,,Givet_74,15577
Ardennes,Grandpré,74,15993,,,,,,Grandpré_74,15993
Ardennes,Haybes ,74,16847,,,,,,Haybes _74,16847
Ardennes,Haybes-s.-Meuse,74,16847,,,,,,Haybes-s.-Meuse_74,16847
Ardennes,Haracourt,74,16654,,,,,,Haracourt_74,16654
Ardennes,Haraucourt,74,16654,,,,,,Haraucourt_74,16654
Ardennes,Vieil-St-Rémy,74,39831,,,,,,Vieil-St-Rémy_74,39831
Ardennes,Hargnies,74,16688,,,,,,Hargnies_74,16688
Ardennes,Hautes-Rivières,74,16790,,,,,,Hautes-Rivières_74,16790
Ardennes,Herbeuval,74,16966,,,,,,Herbeuval_74,16966
Ardennes,Hirson,74,17167,,,,,,Hirson_74,17167
Ardennes,Junivulle,74,18036,,,,,,Junivulle_74,18036
